id,course_id,question_text,options,correct_answer,explanation,has_latex,difficulty_score,image_url,explanation_image_url
1243,14,Which of the following best describes the principle of 'Composition over Inheritance'?,"{""A"": ""It's always better to use inheritance than composition."", ""B"": ""Favor creating complex objects by including instances of other classes (has-a relationship) rather than inheriting from them (is-a relationship)."", ""C"": ""Composition is a type of inheritance."", ""D"": ""Inheritance is more flexible than composition.""}",Favor creating complex objects by including instances of other classes (has-a relationship) rather than inheriting from them (is-a relationship).,This design principle suggests that you should favor flexibility. Composition (where a class contains an instance of another class) often leads to more flexible and decoupled designs than rigid inheritance hierarchies.,False,3.0,,
1244,14,"What will be the output?\n```python
class A:
    def run(self):
        return ""A""
class B(A):
    def run(self):
        return ""B""
class C(A):
    def run(self):
        return ""C""
class D(B, C):
    pass

d = D()
print(d.run())
```","{""A"": ""A"", ""B"": ""B"", ""C"": ""C"", ""D"": ""TypeError due to ambiguity""}",B,"This demonstrates the 'diamond problem'. Python's MRO for class D is `(D, B, C, A, object)`. When `d.run()` is called, Python searches this list and finds `run` in class B first, so it executes `B.run()` and stops searching.",True,3.6,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/f7bd3f310899_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/f7bd3f310899_e.png
1245,14,"To allow assignment to an object's items using square bracket notation (e.g., `obj[key] = value`), which method must be implemented?","{""A"": ""`__getitem__`"", ""B"": ""`__setitem__`"", ""C"": ""`__assign__`"", ""D"": ""`__delitem__`""}",`__setitem__`,"The `__setitem__(self, key, value)` special method is called when you use square bracket assignment. It is the counterpart to `__getitem__`.",False,1.8,,
1246,14,A class that does not have an `__init__` method...,"{""A"": ""cannot be instantiated."", ""B"": ""will raise a `SyntaxError`."", ""C"": ""implicitly uses the `__init__` method from its parent class if it exists, or a default object constructor if it doesn't."", ""D"": ""must only have static methods.""}","implicitly uses the `__init__` method from its parent class if it exists, or a default object constructor if it doesn't.","If a class does not define its own constructor, Python will look up the inheritance chain for one to use. If no parent has an `__init__`, a default empty constructor from the base `object` class is used, which does nothing.",False,2.16,,
1247,14,"What is the purpose of `isinstance(obj, ClassName)`?","{""A"": ""To check if `obj` is the same object in memory as `ClassName`."", ""B"": ""To check if `obj` is an instance of `ClassName` or an instance of a subclass of `ClassName`."", ""C"": ""To check if `obj` is an instance of `ClassName` only (and not a subclass)."", ""D"": ""To convert `obj` into an instance of `ClassName`.""}",To check if `obj` is an instance of `ClassName` or an instance of a subclass of `ClassName`.,"`isinstance()` is the recommended way to check an object's type, as it correctly handles inheritance. It returns `True` if the object's type is the specified class or any of its derived classes.",False,1.44,,
1248,14,"What is the output of this code?\n```python
class Parent:
    def __init__(self):
        self.value = 5

class Child(Parent):
    def __init__(self):
        self.value = 10

c = Child()
print(c.value)
```","{""A"": ""5"", ""B"": ""10"", ""C"": ""AttributeError"", ""D"": ""The code has an error because `super()` is not called.""}",10,"The `Child` class overrides the `__init__` method completely. It does not call the parent's constructor. Therefore, only `self.value = 10` is executed, and the value 5 is never assigned.",True,1.8,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/d54f82cefaf5_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/d54f82cefaf5_e.png
1249,14,Which magic method would you implement to make your object support the less than operator `<`?,"{""A"": ""`__le__`"", ""B"": ""`__gt__`"", ""C"": ""`__lt__`"", ""D"": ""`__less__`""}",`__lt__`,"The `__lt__(self, other)` method implements the less-than comparison (`<`). Similarly, `__le__` is for `<=`, `__gt__` is for `>`, and `__ge__` is for `>=`.",False,1.2,,
1250,14,"What is the output of the following code snippet?\n```python
class Chain:
    def __init__(self, value):
        self.value = value
        
    def __getattr__(self, name):
        return f""No such attribute: {name}""

c = Chain(5)
print(c.value)
print(c.non_existent)
```","{""A"": ""5\\nNo such attribute: non_existent"", ""B"": ""5\\nAttributeError"", ""C"": ""AttributeError"", ""D"": ""5\\nNone""}",5\nNo such attribute: non_existent,"`__getattr__` is a special method that is called only when a requested attribute is not found in the usual places (instance, class, parents). Accessing `c.value` finds the attribute normally. Accessing `c.non_existent` fails, triggering `__getattr__`.",True,3.75,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/55a636f97b72_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/55a636f97b72_e.png
1251,14,The procedural programming paradigm organizes programs around...,"{""A"": ""objects and data."", ""B"": ""functions or blocks of statements that manipulate data."", ""C"": ""events and event handlers."", ""D"": ""class hierarchies.""}",functions or blocks of statements that manipulate data.,Procedural programming is based on the concept of the procedure call. Programs are structured as a series of procedures (functions or subroutines) that perform computations on data.,False,1.2,,
1252,14,Which of these is NOT a direct benefit of inheritance?,"{""A"": ""Code Reusability"", ""B"": ""Data Hiding"", ""C"": ""Logical Hierarchy Modeling"", ""D"": ""Extensibility""}",Data Hiding,"Data Hiding is a direct benefit of Encapsulation, not Inheritance. Inheritance is primarily about reusing code, establishing 'is-a' relationships, and extending functionality.",False,1.8,,
1253,14,"In a `Hybrid Inheritance` scenario, a class `D` inherits from `B` and `C`. Class `B` inherits from `A`. Class `C` has no parent. This is a mix of which two inheritance types?","{""A"": ""Single and Multiple"", ""B"": ""Multilevel and Multiple"", ""C"": ""Hierarchical and Single"", ""D"": ""Multilevel and Hierarchical""}",Multilevel and Multiple,"The chain `A -> B -> D` involves Multilevel inheritance. The fact that `D` inherits from two parents (`B` and `C`) makes it Multiple inheritance. Therefore, it is a hybrid of Multilevel and Multiple inheritance.",False,3.0,,
1254,14,Which magic method must return an integer?,"{""A"": ""`__str__`"", ""B"": ""`__repr__`"", ""C"": ""`__len__`"", ""D"": ""`__call__`""}",`__len__`,The `__len__` method is expected to return a non-negative integer representing the length or size of the object. Returning another type will result in a `TypeError` when `len()` is called.,False,1.5,,
1255,14,"What is the output?\n```python
class Wallet:
    def __init__(self, amount):
        self.amount = amount

    def __bool__(self):
        return self.amount > 0

w1 = Wallet(50)
w2 = Wallet(0)

if w1:
    print(""w1 is True"")
if not w2:
    print(""w2 is False"")
```","{""A"": ""w1 is True"", ""B"": ""w2 is False"", ""C"": ""w1 is True\\nw2 is False"", ""D"": ""The code produces an error.""}",w1 is True\nw2 is False,"The `__bool__` method defines the truthiness of an object. For `w1`, `50 > 0` is `True`, so the first `if` block executes. For `w2`, `0 > 0` is `False`, so the `if not w2` condition is met and the second block executes.",True,2.7,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/404e0ed3fc6a_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/404e0ed3fc6a_e.png
1256,14,"If a class has no `__bool__` method, how does Python determine its truthiness in an `if` statement?","{""A"": ""It always defaults to `True`."", ""B"": ""It always defaults to `False`."", ""C"": ""It checks for a `__len__` method. If it returns 0, the object is `False`, otherwise `True`."", ""D"": ""It raises a `TypeError`.""}","It checks for a `__len__` method. If it returns 0, the object is `False`, otherwise `True`.","If `__bool__` is not defined, Python falls back to checking for `__len__`. If `__len__` is defined and returns zero, the object is considered `False`. If it returns a non-zero number, the object is `True`. If neither method is defined, instances are always considered `True`.",False,3.6,,
1257,14,You have a `Student` class and a `Course` class. A `Student` can enroll in multiple `Course`s. This relationship is best modeled using:,"{""A"": ""Inheritance, where `Student` inherits from `Course`."", ""B"": ""Inheritance, where `Course` inherits from `Student`."", ""C"": ""Composition, where the `Student` object contains a list of `Course` objects."", ""D"": ""A static method that links them.""}","Composition, where the `Student` object contains a list of `Course` objects.","This is a classic 'has-a' relationship, not an 'is-a' relationship. A Student is not a type of Course. Therefore, composition is the appropriate design pattern. The `Student` class would have an attribute, like `self.courses`, which would be a list of `Course` instances.",False,3.0,,
1258,14,"What will `issubclass(bool, int)` return?","{""A"": ""True"", ""B"": ""False"", ""C"": ""TypeError"", ""D"": ""None""}",True,"This is a surprising fact of Python's type hierarchy. The `bool` type is actually a subclass of the `int` type, where `False` is equivalent to `0` and `True` is equivalent to `1`.",False,3.75,,
1259,14,"In Python, methods in a class that are not special methods and do not have a leading underscore are by default...","{""A"": ""public"", ""B"": ""private"", ""C"": ""protected"", ""D"": ""static""}",public,"Unlike languages like Java or C++, Python does not have strict access modifiers. By default, all methods and attributes are public and can be accessed from anywhere.",False,1.0,,
1260,14,"Consider the code: `my_list = [1, 2, 3]`. In OOP terms, `my_list` is a(n) ________ of the `list` ________.","{""A"": ""class, object"", ""B"": ""object, attribute"", ""C"": ""instance, class"", ""D"": ""method, class""}","instance, class","In Python, everything is an object. `my_list` is a specific object, or instance, created from the `list` class blueprint.",False,1.2,,
1261,14,"What is the output of the code below?\n```python
class A:
   pass
class B(A):
   pass

print(issubclass(A, B))
```","{""A"": ""True"", ""B"": ""False"", ""C"": ""None"", ""D"": ""Error""}",False,"`issubclass(sub, super)` checks if `sub` is a subclass of `super`. Here, `B` is a subclass of `A`, but `A` is not a subclass of `B`. Therefore, it returns `False`.",True,1.44,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/e606d44f2e4b_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/e606d44f2e4b_e.png
1262,14,Which of the following creates a class `Car` that inherits from a class `Vehicle`?,"{""A"": ""`class Car(inherits=Vehicle):`"", ""B"": ""`class Car extends Vehicle:`"", ""C"": ""`class Car(Vehicle):`"", ""D"": ""`class Car: inherits Vehicle`""}",`class Car(Vehicle):`,The correct syntax for inheritance in Python is to place the name of the parent class (or classes) inside parentheses after the child class name.,False,1.0,,
1263,14,"If you have an object `emp` of class `Employee`, how would you check if it has an attribute named 'salary' before accessing it to avoid an `AttributeError`?","{""A"": ""`if emp.has('salary'):`"", ""B"": ""`if hasattr(emp, 'salary'):`"", ""C"": ""`if 'salary' in emp:`"", ""D"": ""`if emp.exists('salary'):`""}","`if hasattr(emp, 'salary'):`","The built-in function `hasattr(object, name)` is the standard and safest way to check for the existence of an attribute before trying to access it.",False,1.5,,
1264,14,What does the `pass` statement do within a class definition?,"{""A"": ""It makes the class abstract."", ""B"": ""It ends the program."", ""C"": ""It acts as a placeholder, allowing for an empty class body without causing a `SyntaxError`."", ""D"": ""It makes all methods in the class private.""}","It acts as a placeholder, allowing for an empty class body without causing a `SyntaxError`.",`pass` is a null operation. It is used when a statement is syntactically required but you do not want any command or code to execute. It's often used for empty classes or functions as a placeholder.,False,1.0,,
1265,14,"What will happen when this code is executed?\n```python
class Math:
    @staticmethod
    def add(x, y):
        return self.x + self.y

print(Math.add(2, 3))
```","{""A"": ""5"", ""B"": ""0"", ""C"": ""An error because `self` is not defined in a static method."", ""D"": ""An error because static methods cannot have parameters.""}",An error because `self` is not defined in a static method.,Static methods do not receive `self` as a parameter. Trying to access `self.x` or `self.y` inside `add` will raise a `NameError` because `self` has not been defined in the method's scope.,True,2.7,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/88fcca665ef1_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/88fcca665ef1_e.png
1266,14,True or False: An abstract class can be instantiated.,"{""A"": ""True"", ""B"": ""False""}",False,False. The purpose of an abstract class is to serve as a blueprint for other classes. Python raises a `TypeError` if you attempt to create an instance of a class that contains one or more abstract methods that have not been implemented.,False,1.2,,
1267,14,You want to define a custom object that can be used in a `for` loop. Which special method must you implement?,"{""A"": ""`__next__`"", ""B"": ""`__loop__`"", ""C"": ""`__iter__`"", ""D"": ""`__for__`""}",`__iter__`,"To make an object iterable (usable in a `for` loop), it must implement the `__iter__` method. This method should return an iterator object, which in turn must have a `__next__` method.",False,2.4,,
1268,14,Which is a key advantage of polymorphism in software design?,"{""A"": ""It guarantees faster execution speed."", ""B"": ""It allows for writing generic, decoupled code that can work with new object types without modification."", ""C"": ""It simplifies debugging by making all objects behave identically."", ""D"": ""It reduces the memory footprint of a program.""}","It allows for writing generic, decoupled code that can work with new object types without modification.","Polymorphism allows functions to be written to handle a general category of objects. As long as a new object type provides the required methods (interface), it can be used by that generic function without needing to rewrite the function itself. This promotes loose coupling and extensibility.",False,2.4,,
1269,14,Which special method is used to get the number of items in a container?,"{""A"": ""`__size__`"", ""B"": ""`__count__`"", ""C"": ""`__len__`"", ""D"": ""`__length__`""}",`__len__`,The `len()` built-in function works by calling the `__len__` method of the object passed to it. This method should return the size of the container as an integer.,False,1.0,,
1270,14,What is the primary difference between a class attribute and an instance attribute?,"{""A"": ""Class attributes are defined inside the `__init__` method, while instance attributes are defined outside."", ""B"": ""Class attributes are shared by all instances of a class, while instance attributes are unique to each instance."", ""C"": ""Class attributes can only be of string type, while instance attributes can be any type."", ""D"": ""Class attributes are immutable, while instance attributes are mutable.""}","Class attributes are shared by all instances of a class, while instance attributes are unique to each instance.",A class attribute is defined directly under the class declaration and is shared among all objects of that class. An instance attribute is typically defined inside the constructor (`__init__`) using `self` and is specific to each object.,False,1.8,,
1271,14,"What will be the output of the following code?\n```python
class Dog:
    species = ""Canis familiaris""

dog1 = Dog()
dog2 = Dog()

Dog.species = ""Canis lupus""

print(dog1.species, dog2.species)
```","{""A"": ""Canis familiaris Canis familiaris"", ""B"": ""Canis familiaris Canis lupus"", ""C"": ""Canis lupus Canis lupus"", ""D"": ""AttributeError""}",Canis lupus Canis lupus,The `species` attribute is a class attribute. Modifying it through the class (`Dog.species`) changes the value for all instances that haven't overridden it. Both `dog1` and `dog2` still refer to the shared class attribute.,True,2.16,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/c355a0329997_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/c355a0329997_e.png
1272,14,"In the context of OOP, what does the term 'state' refer to?","{""A"": ""The methods defined within a class."", ""B"": ""The current values of an object's attributes."", ""C"": ""The physical memory location of an object."", ""D"": ""Whether a class is abstract or concrete.""}",The current values of an object's attributes.,"The 'state' of an object is represented by the data it holds at any given moment, which corresponds to the current values of its instance attributes.",False,1.2,,
1273,14,"Which of the following is the correct way to define a method that can be called on the class itself, rather than on an instance?","{""A"": ""A regular method defined with `def method_name(self):`"", ""B"": ""A method decorated with `@staticmethod`"", ""C"": ""A method decorated with `@classmethod`"", ""D"": ""A global function defined outside the class""}",A method decorated with `@classmethod`,The `@classmethod` decorator is used to define a method that receives the class as its first argument (conventionally named `cls`) instead of the instance.,False,1.8,,
1274,14,"What will be printed by the following code?\n```python
class Counter:
    count = 0
    def __init__(self):
        self.count += 1

c1 = Counter()
c2 = Counter()
print(c2.count)
```","{""A"": ""0"", ""B"": ""1"", ""C"": ""2"", ""D"": ""AttributeError""}",1,"Inside `__init__`, `self.count += 1` creates a new *instance* attribute named `count` that shadows the class attribute. It initializes this instance attribute to `0 + 1 = 1`. Each instance will have its own `count` attribute with a value of 1.",True,3.24,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/db753e5d81ed_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/db753e5d81ed_e.png
1275,14,"What is the purpose of a static method, declared with `@staticmethod`?","{""A"": ""To modify the state of a specific instance."", ""B"": ""To modify the state of the class."", ""C"": ""To provide utility functionality related to the class, but independent of instance or class state."", ""D"": ""To ensure a method can only be called once.""}","To provide utility functionality related to the class, but independent of instance or class state.","A static method does not receive an implicit first argument (`self` or `cls`). It's essentially a regular function namespaced within the class, used for tasks that relate to the class but don't depend on its state.",False,2.4,,
1276,14,A method should be defined as a `classmethod` if it needs to...,"{""A"": ""access instance-specific data."", ""B"": ""perform a calculation that does not use any class or instance data."", ""C"": ""access or modify class-level attributes, or act as a factory for creating instances."", ""D"": ""be inherited by a subclass.""}","access or modify class-level attributes, or act as a factory for creating instances.","Class methods are primarily used when the method needs to work with the class itself, such as accessing class variables or creating instances of the class using alternative constructors.",False,2.4,,
1277,14,"What is the output of this code snippet?\n```python
class MyClass:
    @staticmethod
    def add(a, b):
        return a + b

print(MyClass.add(5, 3))
```","{""A"": ""An error because `self` is missing"", ""B"": ""An error because the method is called on the class"", ""C"": ""8"", ""D"": ""None""}",8,Static methods can be called directly on the class without creating an instance. They behave like regular functions namespaced within the class.,True,1.8,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/4bf433588c10_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/4bf433588c10_e.png
1278,14,"True or False: In Python, a subclass can inherit from multiple superclasses.","{""A"": ""True"", ""B"": ""False""}",True,"True. Python supports multiple inheritance, allowing a class to derive attributes and methods from several parent classes by listing them in parentheses: `class Child(Parent1, Parent2):`.",False,1.0,,
1279,14,What is Method Resolution Order (MRO) in Python?,"{""A"": ""The order in which methods are written in a class."", ""B"": ""A rule that specifies which version of a method to execute in a multiple inheritance scenario."", ""C"": ""A tool for refactoring method names."", ""D"": ""The order in which `__init__` calls other methods.""}",A rule that specifies which version of a method to execute in a multiple inheritance scenario.,MRO is the algorithm Python uses to determine the sequence of classes to search when looking for a method. It is crucial in multiple inheritance to resolve which parent's method should be called.,False,2.4,,
1280,14,"Consider the following multilevel inheritance. What will be the output?\n```python
class Grandparent:
    def speak(self):
        print(""Grandparent speaking"")

class Parent(Grandparent):
    def speak(self):
        print(""Parent speaking"")

class Child(Parent):
    pass

c = Child()
c.speak()
```","{""A"": ""Grandparent speaking"", ""B"": ""Parent speaking"", ""C"": ""An error because `Child` has no `speak` method"", ""D"": ""Nothing is printed""}",Parent speaking,"The `Child` class inherits from `Parent`. When `c.speak()` is called, Python searches `Child` first, finds no `speak` method, then searches its parent, `Parent`. It finds `speak` in the `Parent` class and executes it.",True,2.16,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/d7fa208b3b6a_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/d7fa208b3b6a_e.png
1281,14,What is the primary purpose of the `super()` function?,"{""A"": ""To create an instance of the superclass."", ""B"": ""To refer to the parent class, allowing access to its methods from a subclass."", ""C"": ""To check if a class is a superclass of another."", ""D"": ""To delete a method from the superclass.""}","To refer to the parent class, allowing access to its methods from a subclass.",`super()` returns a temporary proxy object that allows you to call methods of a superclass. It's commonly used to call the parent's `__init__` or to extend the functionality of an overridden method.,False,1.44,,
1282,14,A child class defines an `__init__` method but does not call `super().__init__()`. The parent class also has an `__init__` method that sets an attribute `self.name`. What happens when an instance of the child class tries to access `self.name`?,"{""A"": ""It will access the `name` attribute from the parent class without issue."", ""B"": ""It will raise an `AttributeError`."", ""C"": ""It will raise a `TypeError`."", ""D"": ""The child's `__init__` will automatically call the parent's `__init__`.""}",It will raise an `AttributeError`.,"If a child class defines its own `__init__`, it overrides the parent's. If `super().__init__()` is not called, the parent's constructor never runs, and the `self.name` attribute is never created for the child instance, resulting in an `AttributeError`.",False,3.6,,
1283,14,What is the term for hiding an object's internal data and only allowing access through public methods?,"{""A"": ""Inheritance"", ""B"": ""Polymorphism"", ""C"": ""Abstraction"", ""D"": ""Encapsulation""}",Encapsulation,"Encapsulation is the bundling of data (attributes) and methods that operate on the data into a single unit (a class), and restricting direct access to some of the object's components.",False,1.44,,
1284,14,How do you conventionally indicate that an attribute is 'protected' in Python?,"{""A"": ""With no prefix (e.g., `my_var`)"", ""B"": ""With a single leading underscore (e.g., `_my_var`)"", ""C"": ""With a double leading underscore (e.g., `__my_var`)"", ""D"": ""With the `protected` keyword.""}","With a single leading underscore (e.g., `_my_var`)",A single leading underscore is a convention to signal to other developers that an attribute or method is intended for internal use and should not be accessed directly from outside the class hierarchy.,False,1.2,,
1285,14,What mechanism does Python use to enforce 'private' attributes (those with a double underscore prefix)?,"{""A"": ""It raises a `PermissionError` on access."", ""B"": ""It encrypts the attribute's value."", ""C"": ""It performs name mangling."", ""D"": ""It makes the attribute read-only.""}",It performs name mangling.,"Python automatically renames attributes with a double underscore prefix to `_ClassName__attributeName`. This process, called name mangling, makes it harder to accidentally access or override the attribute from outside the class.",False,2.4,,
1286,14,"What will be the output of this code?\n```python
class MyClass:
    def __init__(self):
        self.__private_var = 42

obj = MyClass()
try:
    print(obj.__private_var)
except AttributeError:
    print(""Error"")
```","{""A"": ""42"", ""B"": ""Error"", ""C"": ""None"", ""D"": ""A SyntaxError occurs""}",Error,"Because of name mangling, the attribute `__private_var` is renamed to `_MyClass__private_var`. Attempting to access `obj.__private_var` directly will fail with an `AttributeError`.",True,2.16,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/40312562fae5_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/40312562fae5_e.png
1287,14,Which OOP concept focuses on hiding complex implementation details and exposing only the essential features of an object?,"{""A"": ""Encapsulation"", ""B"": ""Inheritance"", ""C"": ""Abstraction"", ""D"": ""Composition""}",Abstraction,Abstraction is the principle of simplifying complex systems by modeling classes appropriate to the problem and hiding the intricate implementation details from the user.,False,1.8,,
1288,14,What happens if you try to create an instance of a class that inherits from `ABC` and has not implemented all of its parent's abstract methods?,"{""A"": ""The program runs, but the unimplemented methods will do nothing."", ""B"": ""A `SyntaxError` is raised."", ""C"": ""A `TypeError` is raised."", ""D"": ""An `AttributeError` is raised.""}",A `TypeError` is raised.,"Python prevents the instantiation of any class that has not provided concrete implementations for all abstract methods inherited from its superclasses, raising a `TypeError`.",False,3.0,,
