id,course_id,question_text,options,correct_answer,explanation,has_latex,difficulty_score,image_url,explanation_image_url
1354,1,It is a sine qua non for parents to know their children. This means that:,"{""A"": ""it is extremely essential for parents to know their children"", ""B"": ""it is unnecessary for parents to know their children"", ""C"": ""parents are advised to know their children"", ""D"": ""it is a minor requirement for parents to know their children""}",it is extremely essential for parents to know their children,"The Latin phrase 'sine qua non' means 'without which, nothing'. It refers to an essential, indispensable condition or requirement.",False,1.8,,
1355,1,You need to read wide as a student. ___ for your own good.,"{""A"": ""It's"", ""B"": ""I'ts"", ""C"": ""Its'"", ""D"": ""Its""}",It's,'It's' is the contraction for 'it is'. The full sentence is 'It is for your own good'. 'Its' is the possessive form and would be incorrect here.,False,1.8,,
1356,1,The 'register' of a field like law or medicine refers to:,"{""A"": ""The formal rules of grammar."", ""B"": ""The list of all professionals in that field."", ""C"": ""The specific vocabulary and phrases used within that discipline."", ""D"": ""The historical development of the field.""}",The specific vocabulary and phrases used within that discipline.,"A 'register' is defined as a group of words and style of language referring to a particular aspect of life or human experience, such as a specific field or discipline.",False,1.2,,
1357,1,"In documentation, what is the main difference between a reference list and a bibliography?","{""A"": ""A reference list is for books, while a bibliography is for articles."", ""B"": ""A reference list only includes sources cited in the work, while a bibliography includes all sources consulted."", ""C"": ""A reference list is alphabetized, while a bibliography is not."", ""D"": ""There is no difference; the terms are interchangeable.""}","A reference list only includes sources cited in the work, while a bibliography includes all sources consulted.","A reference list contains only the sources that were directly quoted or paraphrased in the text. A bibliography is broader, including all materials the author consulted during the research process, even if they were not directly cited.",False,2.16,,
1358,1,The assessment structure for Academic Writing 158 is weighted as:,"{""A"": ""50% Continuous Assessment, 50% End-of-Semester Exam"", ""B"": ""60% Continuous Assessment, 40% End-of-Semester Exam"", ""C"": ""40% Continuous Assessment, 60% End-of-Semester Exam"", ""D"": ""100% End-of-Semester Exam""}","40% Continuous Assessment, 60% End-of-Semester Exam",The 'Assessment' slide clearly states that Continuous Assessments account for 40% and the End-of-Semester Examination accounts for 60% of the total 100 marks.,False,1.0,,
1359,1,Which of the following is NOT listed as a form of discourse in the lecture notes?,"{""A"": ""Narration"", ""B"": ""Description"", ""C"": ""Rhetoric"", ""D"": ""Exposition""}",Rhetoric,"The lecture notes identify four main forms of discourse (and corresponding essay types): Narration, Description, Argumentation, and Exposition. Rhetoric is a broader term related to the art of persuasion but is not listed as one of the four forms.",False,1.44,,
1360,1,To 'paraphrase' means to:,"{""A"": ""Copy another author's text word-for-word and place it in quotation marks."", ""B"": ""Briefly summarize the main point of an entire book."", ""C"": ""Put another author's ideas into your own words while still giving credit to the original source."", ""D"": ""Critique and analyze another author's work.""}",Put another author's ideas into your own words while still giving credit to the original source.,"Paraphrasing involves restating someone else's ideas using your own words and sentence structure. It is a key skill in academic writing, but it always requires a citation to the original author to avoid plagiarism.",False,1.2,,
1361,1,Which of these is a key objective of the Academic Writing 158 course?,"{""A"": ""To help students learn conversational English."", ""B"": ""To assist students in expressing themselves confidently and succinctly in written English."", ""C"": ""To prepare students for public speaking."", ""D"": ""To teach students how to write creatively.""}",To assist students in expressing themselves confidently and succinctly in written English.,The 'Objectives of Academic Writing 158' slide explicitly states that a key objective is to 'Assist the student to express himself or herself confidently and succinctly in written English'.,False,1.0,,
1362,1,The use of formal language during special university occasions like Convocation or Matriculation is an example of:,"{""A"": ""Grammar review"", ""B"": ""Paragraph structure"", ""C"": ""The language of a discourse community"", ""D"": ""Avoiding plagiarism""}",The language of a discourse community,The university is an academic discourse community with its own specialized language and terminologies. Using formal language on specific occasions is a characteristic of this community's communication practices.,False,1.5,,
1363,1,What does it mean for academic writing to be 'objective'?,"{""A"": ""It must be critical of other research."", ""B"": ""Emphasis is placed on arguments and information, rather than on the writer's personal feelings."", ""C"": ""It should use complex and longer words."", ""D"": ""It must consider all sides of an issue.""}","Emphasis is placed on arguments and information, rather than on the writer's personal feelings.","Objectivity in academic writing means the focus is on the evidence, data, and logical arguments, not on the writer's personal opinions or biases. This is often achieved through the use of passive voice and formal language.",False,1.2,,
1364,1,A 'minor support sentence' serves to:,"{""A"": ""Directly develop the controlling idea."", ""B"": ""Elaborate on or provide evidence for a major support sentence."", ""C"": ""Summarize the paragraph."", ""D"": ""Contradict the topic sentence.""}",Elaborate on or provide evidence for a major support sentence.,"Unlike a major support sentence which relates directly to the topic sentence, a minor support sentence provides more specific details, examples, or explanations for the idea presented in a major support sentence.",False,1.44,,
1365,1,What is the primary reason for avoiding plagiarism?,"{""A"": ""It is a breach of copyright and academic integrity."", ""B"": ""It makes a text difficult to read."", ""C"": ""It is an outdated form of writing."", ""D"": ""It is not required in all academic fields.""}",It is a breach of copyright and academic integrity.,Avoiding plagiarism is a critical component of academic writing because it is a form of intellectual dishonesty and a breach of copyright. It involves properly acknowledging the work of other authors.,False,1.0,,
1366,1,The term 'discourse' in an academic context refers to:,"{""A"": ""Only spoken language."", ""B"": ""Only written text."", ""C"": ""Communication in speech or writing, especially on a serious subject."", ""D"": ""Informal conversation between students.""}","Communication in speech or writing, especially on a serious subject.","Discourse refers to the use of language for communication, which can be either spoken or written. In academia, it typically involves a formal discussion or piece of writing on a particular subject.",False,1.2,,
1367,1,Which of the following is an example of a 'booster' in academic writing?,"{""A"": ""'The evidence suggests...'"", ""B"": ""'This could be...'"", ""C"": ""'It is possible that...'"", ""D"": ""'The research indicates clearly...'""}",'The research indicates clearly...',"While hedges ('suggests', 'could be') express caution, boosters (like 'clearly', 'obviously') are used to strengthen a claim and show the writer's confidence in their statement.",False,1.8,,
1368,1,"According to the notes, what quality does a paragraph have when its controlling idea is fully developed with enough details and examples?","{""A"": ""Unity"", ""B"": ""Coherence"", ""C"": ""Completeness"", ""D"": ""Order""}",Completeness,"Completeness, or adequacy, means the writer has provided sufficient supporting details, illustrations, and examples to fully develop the paragraph's controlling idea, leaving the reader satisfied.",False,1.2,,
1369,1,"Which punctuation mark is used to introduce a list, a direct quote, or an explanation?","{""A"": ""Semicolon (;)"", ""B"": ""Comma (,)"", ""C"": ""Colon (:)"", ""D"": ""Apostrophe (')""}",Colon (:),"The primary function of a colon is to introduce what follows it. This can be a list of items, a direct quotation, or a statement that explains or amplifies the preceding clause.",False,1.0,,
1370,1,The sentence 'John was hungry because he did not eat' is more coherent than 'John was hungry. John did not eat.' because it:,"{""A"": ""Is longer and more complex."", ""B"": ""Uses a transitional word ('because') to show a logical relationship."", ""C"": ""Repeats the key word 'John'."", ""D"": ""Is written in the past tense.""}",Uses a transitional word ('because') to show a logical relationship.,"Coherence is achieved by linking ideas. The coordinating conjunction 'because' explicitly shows the cause-and-effect relationship between the two clauses, making the sentence more logical and coherent.",False,1.44,,
1371,1,Which of the following is NOT one of the three main aims of academic writing?,"{""A"": ""To inform"", ""B"": ""To entertain"", ""C"": ""To persuade"", ""D"": ""To analyze""}",To entertain,"The lecture notes on the 'Purpose of Academic Writing' state that the main aims are to inform, persuade, and analyze a topic for an academic audience. Entertainment is typically the aim of creative or fictional writing.",False,1.2,,
1372,1,The diversity of students from various countries in a university contributes to:,"{""A"": ""Increased plagiarism."", ""B"": ""Difficulties in communication."", ""C"": ""Friendship, knowledge exchange, and a good social network."", ""D"": ""A less formal academic environment.""}","Friendship, knowledge exchange, and a good social network.","The notes explicitly state that a diverse student body contributes positively to 'friendship, knowledge exchange, and good social network' within the academic community.",False,1.0,,
1373,1,What is the 'controlling idea' of the following sentence: 'Air-pollution in US cities has many hidden costs.'?,"{""A"": ""Air-pollution"", ""B"": ""US cities"", ""C"": ""many hidden costs"", ""D"": ""Air-pollution in US cities""}",many hidden costs,"The topic is 'Air-pollution in US cities'. The controlling idea is 'many hidden costs', as this is the specific aspect of the topic that the paragraph will develop and provide details about.",False,1.5,,
1374,1,Developing a paragraph by telling a short story to illustrate a point is using which method?,"{""A"": ""Factual details"", ""B"": ""Anecdote"", ""C"": ""Classification"", ""D"": ""Cause and Effect""}",Anecdote,"An anecdote is a short, illustrative story used to introduce a controlling idea or make a point more engaging and understandable for the reader.",False,1.2,,
1375,1,Academic writing is considered 'formal' because it avoids:,"{""A"": ""Complex sentences and long words."", ""B"": ""Citations and references."", ""C"": ""Contractions and colloquial expressions."", ""D"": ""Passive voice and objective language.""}",Contractions and colloquial expressions.,"Formality in academic writing is characterized by the use of formal vocabulary and complex sentences, while strictly avoiding informal elements like contractions (e.g., can't, don't) and colloquialisms (slang).",False,1.44,,
1376,1,The main role of the controlling idea in a paragraph is that:,"{""A"": ""it makes the minor support sentences very clear."", ""B"": ""it makes the major support sentence very broad."", ""C"": ""it makes the paragraph an attractive one."", ""D"": ""it restricts the information that can be included in the paragraph.""}",it restricts the information that can be included in the paragraph.,"The controlling idea limits the topic of the paragraph to a specific focus, thereby restricting the writer to only include information and details that directly relate to and develop that one idea.",False,1.2,,
1377,1,Which of the following transitional markers is used to signify an opposing or contrasting viewpoint?,"{""A"": ""Moreover"", ""B"": ""Consequently"", ""C"": ""However"", ""D"": ""Thus""}",However,'However' is a transitional word used to introduce a statement that contrasts with or seems to contradict something that has been said previously.,False,1.2,,
1378,1,What does the Latin phrase 'vis-à-vis' mean in the sentence: 'The student gave that response vis-à-vis what the lecturer said.'?,"{""A"": ""in relation to"", ""B"": ""at variance with"", ""C"": ""in defiance of"", ""D"": ""to discount""}",in relation to,"'Vis-à-vis' is a French (not Latin, though used in English) phrase that means 'in relation to' or 'in comparison with'.",False,1.5,,
1379,1,One major role of the Driver and Vehicle Licensing Authority (DVLA) is to ___ drivers.,"{""A"": ""licence"", ""B"": ""license"", ""C"": ""licensing"", ""D"": ""licencing""}",license,"In British English, 'licence' is the noun and 'license' is the verb. In American English, 'license' is used for both. Given the context of the course, 'license' (the verb, meaning 'to grant a license to') is the correct choice.",False,2.25,,
1380,1,Fufu and palmnut soup ___ one of my favourite dishes.,"{""A"": ""is"", ""B"": ""were"", ""C"": ""are"", ""D"": ""is being""}",is,"Although there are two items, 'Fufu and palmnut soup' is treated as a single culinary dish. Therefore, it takes a singular verb, 'is'. This is an example of subject-verb agreement with compound subjects that form a single unit.",False,2.25,,
1381,1,Which of the following is NOT a feature of academic writing distinguished by the acronym SECBaPOF?,"{""A"": ""Evidential"", ""B"": ""Critical"", ""C"": ""Personal"", ""D"": ""Formal""}",Personal,"The acronym SECBaPOF stands for Structured, Evidential, Critical, Balanced, Precise, Objective, Formal. 'Personal' is the opposite of 'Objective' and is not a feature of academic writing.",False,1.8,,
1382,1,The quality of 'coherence' in a paragraph is primarily about:,"{""A"": ""The paragraph having a single main idea."", ""B"": ""The paragraph being fully developed with details."", ""C"": ""The logical connection and smooth flow between sentences."", ""D"": ""The paragraph using correct grammar and spelling.""}",The logical connection and smooth flow between sentences.,"Coherence refers to how well sentences are interconnected, holding the paragraph together. This is achieved through linguistic devices like transitional words, creating a smooth and logical flow of ideas.",False,1.2,,
1383,1,"In academic writing, 'critical writing' requires the writer to:","{""A"": ""Simply accept everything they read as fact."", ""B"": ""Express negative opinions about other authors' work."", ""C"": ""Analyze and evaluate information to differentiate between facts and false arguments."", ""D"": ""Use as many complex words as possible to sound intelligent.""}",Analyze and evaluate information to differentiate between facts and false arguments.,"Critical writing involves more than just describing; it requires a writer to analyze, interpret, and evaluate information from sources, questioning evidence and arguments rather than accepting them at face value.",False,1.44,,
1384,1,The term 'Academic Discourse Community' implies that a university environment:,"{""A"": ""Is composed of many smaller communities marked by separate disciplines."", ""B"": ""Uses the same language as pre-tertiary institutions."", ""C"": ""Is primarily made up of foreign students."", ""D"": ""Discourages diversity to maintain a single standard.""}",Is composed of many smaller communities marked by separate disciplines.,"A university is a large discourse community that is subdivided into smaller discourse communities, such as different faculties, departments, and disciplines (e.g., School of Arts vs. Business School), each with its own specialized language.",False,1.5,,
1385,1,"When a paragraph's topic sentence is not explicitly stated but can be understood from the details provided, it is said to be:","{""A"": ""Undeveloped"", ""B"": ""Implied"", ""C"": ""Coherent"", ""D"": ""Deductive""}",Implied,"In some paragraphs, especially in narrative or descriptive writing, the controlling idea or topic sentence is not stated directly. Instead, it is implied, and the reader must infer the main point from the collective details.",False,1.8,,
1386,1,The main purpose of a 'Candidate's Declaration' in a thesis is to:,"{""A"": ""Thank the supervisors and family for their support."", ""B"": ""Provide a brief summary of the research findings."", ""C"": ""Formally state that the work is the candidate's own and has not been submitted elsewhere."", ""D"": ""List all the sources used in the research.""}",Formally state that the work is the candidate's own and has not been submitted elsewhere.,"The candidate's declaration is a formal statement of academic integrity, where the author declares that the thesis is their original work and meets the university's requirements for submission.",False,1.2,,
1387,1,Using the block type of paragraphing means that:,"{""A"": ""The first line of the paragraph is indented."", ""B"": ""The entire paragraph is written in capital letters."", ""C"": ""Each paragraph is separated from the other by a line space, with no indentation."", ""D"": ""The paragraph must contain exactly ten sentences.""}","Each paragraph is separated from the other by a line space, with no indentation.","The block format for paragraphs does not use indentation for the first line. Instead, entire paragraphs are separated by a blank line, creating a 'block' shape.",False,1.2,,
1388,1,Which of these is NOT an appropriate way to achieve order in a paragraph?,"{""A"": ""Arranging events by time (chronological order)."", ""B"": ""Describing objects by their position in space."", ""C"": ""Moving from a general statement to particular details."", ""D"": ""Randomly mixing details to keep the reader engaged.""}",Randomly mixing details to keep the reader engaged.,"Order in a paragraph refers to the logical and systematic presentation of details. Randomly mixing details would disrupt this order, making the paragraph confusing and incoherent.",False,1.2,,
1389,1,The 'Abstract' of a thesis serves to:,"{""A"": ""Dedicate the work to a specific person."", ""B"": ""Provide a comprehensive summary of the entire work."", ""C"": ""List the table of contents."", ""D"": ""Acknowledge those who helped in the research.""}",Provide a comprehensive summary of the entire work.,"An abstract is a concise, self-contained summary of a larger work, such as a thesis or research paper. It allows readers to quickly understand the purpose, methods, results, and conclusions of the study.",False,1.0,,
1390,1,"According to the notes, academic writing tends to use more nouns and noun phrases than verbs and adverbs to maintain:","{""A"": ""Precision"", ""B"": ""Objectivity"", ""C"": ""Coherence"", ""D"": ""Unity""}",Objectivity,The feature of objectivity is enhanced by focusing on the information itself rather than the actions or the writer. Using nouns and noun phrases helps to present information in a more impersonal and objective manner.,False,2.4,,
1391,1,What is the key characteristic of an argumentative essay?,"{""A"": ""It tells a personal story."", ""B"": ""It paints a picture with words."", ""C"": ""It explains a process or concept."", ""D"": ""It attempts to prove the validity of a point of view.""}",It attempts to prove the validity of a point of view.,"An argumentative essay, as a form of discourse, is an attempt to prove how sound or valid a particular point of view is, often by considering different sides of an issue and using evidence to support a stance.",False,1.2,,
1392,1,"When a topic sentence is placed in the middle of a paragraph, it often functions as:","{""A"": ""A conclusion for the entire essay."", ""B"": ""An irrelevant detail."", ""C"": ""A link between the first and second parts of the paragraph."", ""D"": ""A direct quotation from another source.""}",A link between the first and second parts of the paragraph.,"Placing a topic sentence in the middle can serve as a transitional point, connecting the introductory sentences of the paragraph to the more detailed explanatory sentences that follow.",False,1.8,,
1393,1,The main purpose of using direct quotes from a credible source is to:,"{""A"": ""Increase the length of the essay."", ""B"": ""Show that the writer has read many books."", ""C"": ""Provide strong evidence to support an argument."", ""D"": ""Avoid the need for paraphrasing.""}",Provide strong evidence to support an argument.,"Direct quotes are used strategically to provide powerful, authoritative evidence for an argument or position. They add credibility and support to the writer's claims.",False,1.2,,
1394,1,"In the sequence of tenses, a present or future tense in the main clause may be followed by:","{""A"": ""Only a past tense in the dependent clause."", ""B"": ""Only a present tense in the dependent clause."", ""C"": ""Only a future tense in the dependent clause."", ""D"": ""Any tense in the dependent clause.""}",Any tense in the dependent clause.,"Rule 2 for the sequence of tenses states that if the main clause is in the present or future tense (e.g., 'I think' or 'We will know'), the dependent clause can be in any tense (e.g., 'that he was angry' or 'that they will arrive').",False,1.44,,
1395,1,The sentence 'The restaurant did not seem very inviting' would most likely function as a(n):,"{""A"": ""Minor support sentence"", ""B"": ""Topic sentence"", ""C"": ""Concluding sentence"", ""D"": ""Irrelevant detail""}",Topic sentence,"This sentence makes a general claim ('not very inviting') that can be developed with specific details (e.g., dirty windows, clumsy notice). Therefore, it is a classic example of a topic sentence that establishes the paragraph's controlling idea.",False,1.5,,
1396,1,Which of the following would NOT be considered part of the preliminary elements of a thesis?,"{""A"": ""Abstract"", ""B"": ""Table of Contents"", ""C"": ""Conclusion Chapter"", ""D"": ""Acknowledgements""}",Conclusion Chapter,"The preliminary elements are the sections that come before the main body of the thesis. The conclusion chapter is the final part of the main body, not a preliminary element.",False,1.2,,
1397,1,The sentence 'Futu[n]e hunters encounter many difficulties when exploring a shipwreck.' contains which type of error?,"{""A"": ""Grammatical error"", ""B"": ""Punctuation error"", ""C"": ""Spelling error"", ""D"": ""Citation error""}",Spelling error,"The word 'Futu[n]e' is a misspelling of 'Fortune'. This is a spelling error, which can change the meaning or make the sentence difficult to understand.",False,1.0,,
1398,1,The primary goal of an expository essay is to:,"{""A"": ""Tell a story."", ""B"": ""Argue a point."", ""C"": ""Explain or inform."", ""D"": ""Describe a scene.""}",Explain or inform.,"Exposition simply means explanation. An expository essay sets out to explain something to the reader, such as what something is, how it works, or why it happened, appealing to the reader's intellect.",False,1.2,,
1399,1,A key observation for student success listed in the presentation is:,"{""A"": ""Attending all lectures and tutorials."", ""B"": ""Participating in extracurricular sports."", ""C"": ""Using informal language in essays."", ""D"": ""Submitting assignments late.""}",Attending all lectures and tutorials.,The 'Key Observations' slide explicitly lists 'Students must attend all lectures and tutorials' as a crucial requirement for success in the course.,False,1.0,,
1400,1,Which of the following is an example of using subject-specific vocabulary for precision?,"{""A"": ""Using the word 'good' instead of 'effective'."", ""B"": ""Using the technical term 'ohm' in a physics paper."", ""C"": ""Using a colloquial expression to sound friendly."", ""D"": ""Using a long word like 'operationalization'.""}",Using the technical term 'ohm' in a physics paper.,"Precision in academic writing is achieved by adopting technical, subject-specific vocabulary (like 'ohm' or 'watt') that conveys a more precise meaning than a similar non-technical term.",False,1.5,,
1401,1,The main quality of a good paragraph that ensures all information is logically arranged is known as:,"{""A"": ""Unity"", ""B"": ""Coherence"", ""C"": ""Completeness"", ""D"": ""Order""}",Order,"Order refers to the logical presentation and systematic arrangement of details within a paragraph, which allows the reader to follow the writer's train of thought without difficulty.",False,1.2,,
1402,1,"What is the function of the sentence: 'Consequently, although he wants to go to the university very much, John is going to take the job instead.'?","{""A"": ""Topic Sentence"", ""B"": ""Major Support Sentence"", ""C"": ""Minor Support Sentence"", ""D"": ""Concluding Sentence""}",Concluding Sentence,"This sentence summarizes the preceding points (his family is poor, his mother needs help, he was offered a good job) and brings the paragraph to a logical close. It acts as a concluding sentence.",False,1.44,,
1403,1,The two main parts of a student's assessment in this course are:,"{""A"": ""Quizzes and Examinations"", ""B"": ""Attendance and Presentations"", ""C"": ""Continuous Assessments and End-of-Semester Examination"", ""D"": ""Tutorials and Group Work""}",Continuous Assessments and End-of-Semester Examination,The assessment slide explicitly breaks down the total marks into two components: Continuous Assessments (40%) and the End-of-Semester Examination (60%).,False,1.0,,
