id,course_id,question_text,options,correct_answer,explanation,has_latex,difficulty_score,image_url,explanation_image_url
720,4,"Hier, Daniella Asiedu (ne pas se dépêcher) ________ pour prendre le bus.","{""A"": ""ne s'est pas d\u00e9p\u00each\u00e9"", ""B"": ""ne s'est pas d\u00e9p\u00each\u00e9s"", ""C"": ""ne s'est pas d\u00e9p\u00each\u00e9e"", ""D"": ""ne s'est pas d\u00e9p\u00each\u00e9es""}",ne s'est pas dépêchée,"The verb is the reflexive 'se dépêcher' in the passé composé and negated. It uses the auxiliary 'être', so the past participle must agree with the subject 'Daniella Asiedu' (feminine singular), making 'dépêchée' correct. The negation 'ne...pas' surrounds the reflexive pronoun and auxiliary verb.",False,2.88,,
721,4,Emmanuel Azule (arriver) ________ ce soir par le train de 19 heures.,"{""A"": ""vont arriver"", ""B"": ""va arriver"", ""C"": ""vas arriver"", ""D"": ""allons arriver""}",va arriver,"This sentence uses the 'futur proche' (near future), formed with the present tense of 'aller' + the infinitive. 'Emmanuel Azule' is a singular male subject (il), so the correct form is 'va arriver'. [27]",False,1.8,,
722,4,Lawrence Ankomah ________ sorti un stylo de son sac.,"{""A"": ""es"", ""B"": ""a"", ""C"": ""est"", ""D"": ""as""}",a,"The verb 'sortir' (to take out) is used with the auxiliary 'avoir' in the passé composé when it is followed by a direct object ('un stylo'). The correct conjugation for the third-person singular subject 'Lawrence Ankomah' is 'a'. [14, 29]",False,3.0,,
723,4,Les étudiants (se coucher) ________ à 21 heures.,"{""A"": ""se sont couch\u00e9"", ""B"": ""se sont couch\u00e9e"", ""C"": ""se sont couch\u00e9es"", ""D"": ""se sont couch\u00e9s""}",se sont couchés,"The verb is the reflexive 'se coucher' in the passé composé. It uses the auxiliary 'être', and the past participle 'couché' must agree with the subject 'les étudiants' (masculine plural). The correct form is 'couchés'.",False,2.16,,
724,4,Ces étudiants en génie mécanique ont une ________ voix.,"{""A"": ""beau"", ""B"": ""belle"", ""C"": ""bel"", ""D"": ""beaux""}",belle,'Voix' is a feminine singular noun. The correct feminine singular adjective for 'beautiful' is 'belle'.,False,1.2,,
725,4,Fatima et Rabiatu sont aussi ________ que moi.,"{""A"": ""sportive"", ""B"": ""sportif"", ""C"": ""sportifs"", ""D"": ""sportives""}",sportives,"The subjects are 'Fatima et Rabiatu', which is a feminine plural subject. The adjective 'sportives' (feminine plural) must agree with the subjects.",False,1.2,,
726,4,La vie est un voyage ________ parachute.,"{""A"": ""en"", ""B"": ""\u00e0"", ""C"": ""chez"", ""D"": ""avec""}",en,The correct preposition for transportation where you are 'inside' the mode is generally 'en'. The fixed expression is 'en parachute'.,False,1.2,,
727,4,Les étudiants (savoir) ________ quand les examens vont commencer.,"{""A"": ""saurai"", ""B"": ""saurons"", ""C"": ""sauras"", ""D"": ""sauront""}",sauront,The verb 'savoir' (to know) is conjugated in the future tense ('futur simple'). The correct form for the subject 'les étudiants' (ils) is 'sauront'.,False,1.5,,
728,4,Mesdemoiselles Tetteh et Quayson sont très ________.,"{""A"": ""souriants"", ""B"": ""souriante"", ""C"": ""souriant"", ""D"": ""souriantes""}",souriantes,"The subjects 'Mesdemoiselles Tetteh et Quayson' are two females, which is a feminine plural subject. The adjective 'souriantes' (feminine plural) must agree with the subjects.",False,1.2,,
729,4,"Pour aller au marché à Tarkwa, on prend ________.","{""A"": ""un avion"", ""B"": ""une montgolfi\u00e8re"", ""C"": ""un taxi"", ""D"": ""un train""}",un taxi,"Among the options, a taxi is the most common and logical mode of transportation for going to a local market in a city like Tarkwa.",False,1.0,,
730,4,Le chef du département des langues a eu une discussion ________ avec les professeurs.,"{""A"": ""longue"", ""B"": ""long"", ""C"": ""longs"", ""D"": ""longues""}",longue,'Discussion' is a feminine singular noun. The correct feminine singular adjective is 'longue'. [7],False,1.2,,
731,4,Il n'y ________ pas cours demain. C'est un jour férié.,"{""A"": ""aurai"", ""B"": ""auras"", ""C"": ""aurons"", ""D"": ""aura""}",aura,The phrase 'il y a' (there is/are) in the future tense is 'il y aura'. The negative form is 'il n'y aura pas'. The verb is the third-person singular future of 'avoir'.,False,1.8,,
732,4,Elle (passer) ________ son permis de conduire.,"{""A"": ""a pass\u00e9e"", ""B"": ""a pass\u00e9"", ""C"": ""est pass\u00e9e"", ""D"": ""est pass\u00e9""}",a passé,"When the verb 'passer' is used with a direct object ('son permis de conduire'), it is conjugated with the auxiliary verb 'avoir' in the passé composé. The past participle does not agree with the subject. [31]",False,3.0,,
733,4,Les belles demoiselles (sortir) ________ de la classe sans rien dire au professeur.,"{""A"": ""sont sortis"", ""B"": ""sont sorties"", ""C"": ""sont sorti"", ""D"": ""sont sortie""}",sont sorties,"The verb 'sortir' is conjugated with the auxiliary verb 'être' when it means 'to go out'. The past participle must agree with the subject 'les belles demoiselles' (feminine plural), so 'sorties' is the correct form. [30]",False,2.16,,
734,4,Les journalistes chinoises sont ________ avec le directeur général.,"{""A"": ""arriv\u00e9s"", ""B"": ""arriv\u00e9e"", ""C"": ""arriv\u00e9"", ""D"": ""arriv\u00e9es""}",arrivées,"The verb 'arriver' is conjugated with the auxiliary verb 'être'. The past participle must agree with the subject 'les journalistes chinoises' (feminine plural), so 'arrivées' is the correct form.",False,1.8,,
735,4,Mon amie ________ se marier avec un beau jeune homme.,"{""A"": ""voulais"", ""B"": ""voulait"", ""C"": ""a voulu"", ""D"": ""a voulue""}",a voulu,The verb 'vouloir' (to want) is conjugated with the auxiliary verb 'avoir' in the passé composé. The past participle 'voulu' does not agree with the subject 'mon amie'.,False,1.5,,
736,4,"Si je ne me lève pas tôt, je ________ en retard au travail.","{""A"": ""serai"", ""B"": ""sera"", ""C"": ""seras"", ""D"": ""serez""}",serai,"This is a first conditional sentence (si + present, ... future). The consequence is in the future tense, and 'serai' is the correct conjugation of the verb 'être' for the subject 'je'.",False,2.16,,
737,4,Il ________ beau hier quand nous sommes rentrés.,"{""A"": ""a fait"", ""B"": ""faisait"", ""C"": ""faisaient"", ""D"": ""fasiez""}",a fait,"To describe the weather as a completed event in the past, the verb 'faire' is used with the impersonal pronoun 'il' in the passé composé: 'Il a fait beau' means 'The weather was nice'.",False,1.8,,
738,4,À quoi sert ce bouchon d'oreille ? Il sert à protéger ________.,"{""A"": ""la main"", ""B"": ""le nez"", ""C"": ""l'oreille"", ""D"": ""l'oeil""}",l'oreille,"'Un bouchon d'oreille' literally translates to 'an earplug', so its purpose is to protect the ear ('l'oreille').",False,1.2,,
739,4,"Patricia et Evans, vous vous êtes levés tôt hier ? - Non, ________ tôt hier.","{""A"": ""nous ne nous sommes pas lev\u00e9es"", ""B"": ""nous ne nous sommes lev\u00e9s pas"", ""C"": ""nous ne nous sommes pas lev\u00e9s"", ""D"": ""nous nous ne sommes pas lev\u00e9""}",nous ne nous sommes pas levés,This is a negative response using a reflexive verb in the passé composé. The correct structure is 'nous ne nous sommes pas levés'. The past participle 'levés' agrees with the mixed-gender plural subject ('nous' referring to Patricia and Evans).,False,2.88,,
740,4,Jerry porte une chemise ________.,"{""A"": ""violet"", ""B"": ""vert"", ""C"": ""noir"", ""D"": ""blanche""}",blanche,'Chemise' is a feminine singular noun. The adjective 'blanche' (white) is the correct feminine form to agree with the noun.,False,1.2,,
741,4,"________ garçon est paresseux, alors il n'aime pas travailler.","{""A"": ""Cette"", ""B"": ""Ce"", ""C"": ""Cet"", ""D"": ""Ces""}",Ce,'Garçon' is a masculine singular noun that starts with a consonant. The correct demonstrative adjective is 'ce'.,False,1.2,,
742,4,Nous (avoir) peur de regarder les lézards.,"{""A"": ""ont eu"", ""B"": ""avons eu"", ""C"": ""avons eus"", ""D"": ""ont eues""}",avons eu,The verb 'avoir' (to have) in the passé composé with the subject pronoun 'nous' (we) is 'avons eu'. [28],False,1.8,,
743,4,Les vendeuses (rentrer) tôt.,"{""A"": ""sont rentr\u00e9e"", ""B"": ""sont rentr\u00e9s"", ""C"": ""sont rentr\u00e9"", ""D"": ""sont rentr\u00e9es""}",sont rentrées,"The verb 'rentrer' is conjugated with 'être' in the passé composé. The subject 'Les vendeuses' (the female vendors) is feminine and plural, so the past participle must agree and take the '-es' ending.",False,2.16,,
744,4,Le technicien ne (manger) pas à la maison.,"{""A"": ""n'a mang\u00e9 pas"", ""B"": ""n'a pas mang\u00e9e"", ""C"": ""n'as mang\u00e9 pas"", ""D"": ""n'a pas mang\u00e9""}",n'a pas mangé,The correct negation for the passé composé with 'avoir' is 'ne' + auxiliary verb + 'pas' + past participle. The correct form is 'n'a pas mangé'.,False,1.8,,
745,4,La vendeuse (vendre) des tomates.,"{""A"": ""vends"", ""B"": ""vend"", ""C"": ""vendons"", ""D"": ""vendent""}",vend,"The subject 'La vendeuse' (the female vendor) is a third-person singular pronoun (elle), which corresponds to the form 'vend' in the present tense.",False,1.0,,
746,4,Il est onze heures et quart.,"{""A"": ""11h15"", ""B"": ""11h25"", ""C"": ""11h20"", ""D"": ""11h45""}",11h15,"'Et quart' means 'and a quarter', which corresponds to 15 minutes past the hour.",False,1.2,,
