id,course_id,question_text,options,correct_answer,explanation,has_latex,difficulty_score,image_url,explanation_image_url
323,6,The important characteristic of emitter-follower is,"{""A"": ""high input impedance and high output impedance"", ""B"": ""high input impedance and low output impedance"", ""C"": ""low input impedance and low output impedance"", ""D"": ""low input impedance and high output impedance""}",1,"The emitter-follower (or common-collector) configuration is characterized by a high input impedance, a low output impedance, and a voltage gain of approximately unity. This makes it an excellent buffer circuit, able to drive a low-impedance load from a high-impedance source without loading it down.",False,1.44,,
324,6,"In a JFET, at pinch-off voltage applied on the gate","{""A"": ""the drain current becomes almost zero"", ""B"": ""the drain current begins to decrease"", ""C"": ""the drain current is almost at saturation value."", ""D"": ""the drain-to-source voltage is close to zero volts.""}",2,The pinch-off voltage (Vp) is the drain-to-source voltage at which the drain current levels off and becomes constant for a given gate-source voltage. This constant current is the saturation current. The term for making the current zero is the 'cut-off voltage.',False,3.6,,
325,6,"When an amplifier is provided with current series feedback, its","{""A"": ""input impedance increases and output impedance decreases"", ""B"": ""input and output impedances both decrease"", ""C"": ""input impedance decreases and output impedance increases"", ""D"": ""input and output impedances both increase""}",3,"In feedback topologies, a 'series' connection at the input increases input impedance, while 'current' sampling at the output increases output impedance. Therefore, a current-series feedback configuration increases both input and output impedance.",False,4.5,,
326,6,The frequency of oscillation of a tunnel-collector oscillator having $L= 30\mu H$ and $C = 300pf$ is nearby,"{""A"": ""267 kHz"", ""B"": ""1677 kHz"", ""C"": ""1.68 kHz"", ""D"": ""2.67 MHz""}",1,"The resonant frequency of an LC tank circuit is given by the formula $f = 1 / [2\pi\sqrt{LC}]$. f = $1 / [2\pi\sqrt{(30 \times 10^{-6}) * (300 \times 10^{-12})}] \approx 1.677 \times 10^6$ Hz, which is 1677 kHz.",True,2.16,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_fe7550f31ea9_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_fe7550f31ea9_e.png
327,6,The open-loop gain of an op-amp available in the market may be around.,"{""A"": ""$10^{-1}$"", ""B"": ""10"", ""C"": ""$10^5$"", ""D"": ""$10^2$""}",2,"Practical operational amplifiers are designed to have a very high, though not infinite, open-loop voltage gain. A typical value for a general-purpose op-amp is 100,000 ($10^5$) or higher.",True,1.0,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_8caf455c9ac0_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_8caf455c9ac0_e.png
328,6,The control terminal (pin5) of 555 timer IC is normally connected to ground through a capacitor (~ 0.01µF). This is to,"{""A"": ""protect the IC from inadvertent application of high voltage"", ""B"": ""prevent false triggering by noise coupled onto the pin"", ""C"": ""convert the trigger input to sharp pulse by differentiation"", ""D"": ""suppress any negative triggering pulse""}",1,"The control voltage pin (pin 5) provides direct access to the internal voltage divider reference. Connecting a capacitor from this pin to ground acts as a bypass filter, stabilizing the reference voltage and preventing external noise from causing erratic or false triggering of the timer's internal comparators.",False,1.8,,
329,6,The value of ripple factor of a half-wave rectifier without filter is approximately,"{""A"": ""1.2"", ""B"": ""0.2"", ""C"": ""2.2"", ""D"": ""2.0""}",0,A half-wave rectifier has a large amount of AC ripple in its output because it only utilizes one half of the input waveform. The theoretical ripple factor is calculated to be 1.21.,False,1.44,,
330,6,The three variable Boolean expression $xy + xyz + x\bar{y} + x\bar{y}z$,"{""A"": ""$y + xz$"", ""B"": ""$\\bar{x} + yz$"", ""C"": ""$y + xz$"", ""D"": ""$y + zx$""}",0,"This question has an error; the correct simplified answer is 'x'. Using Boolean algebra rules: $xy + xyz = xy(1+z) = xy$. And $x\bar{y} + x\bar{y}z = x\bar{y}(1+z) = x\bar{y}$. The expression simplifies to $xy + x\bar{y}$, which further simplifies to $x(y+\bar{y}) = x(1) = x$. None of the options match.",True,2.16,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_bf36362c9ce5_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_bf36362c9ce5_e.png
331,6,The fan-out of a MOS-logic gate is higher than that of TTL gates because of its,"{""A"": ""low input impedance"", ""B"": ""high output impedance"", ""C"": ""low output impedance"", ""D"": ""high input impedance""}",3,"Fan-out is the number of inputs a single output can reliably drive. MOS technology features an insulated gate, resulting in an extremely high input impedance. This means each input draws a negligible amount of DC current, allowing a single MOS output to drive a very large number of other MOS inputs.",False,3.6,,
332,6,"In an intrinsic semiconductor, the Fermi-level is","{""A"": ""closer to the valence band"", ""B"": ""midway between conduction and valence band"", ""C"": ""closer to the conduction band"", ""D"": ""within the valence band""}",1,"In a pure (intrinsic) semiconductor, the number of thermally generated electrons in the conduction band is equal to the number of holes in the valence band. This symmetry of charge carriers places the Fermi level (the energy level with a 50% probability of occupation) near the middle of the energy band gap.",False,1.2,,
333,6,The reverse – saturation current of a silicon diode,"{""A"": ""doubles for every 10\u00b0C increase in temperature"", ""B"": ""does not change with temperature"", ""C"": ""halves for every 1\u00b0C decrease in temperature"", ""D"": ""increases by 1.5 times for every 2\u00b0C increment in temperature""}",0,"The reverse saturation current is caused by thermally generated minority carriers. An increase in temperature creates more of these carriers, thus increasing the current. A common rule of thumb for silicon devices is that this current approximately doubles for every 10°C rise in temperature.",False,1.2,,
334,6,The common collector amplifier is also known as,"{""A"": ""collector follower"", ""B"": ""Base follower"", ""C"": ""Emitter follower"", ""D"": ""Source follower""}",2,"In the common-collector configuration, the output is taken from the emitter. The emitter voltage closely tracks the input voltage at the base (with a voltage gain of almost 1). For this reason, it is called an emitter follower.",False,1.0,,
335,6,"In class–A amplifier, the output current flows for","{""A"": ""a part of the cycle or the input signal."", ""B"": ""the full cycle of the input signal."", ""C"": ""half the cycle of the input signal."", ""D"": ""3/4th of the cycle of the input signal.""}",1,"A Class A amplifier is biased so that the transistor is always conducting, even with no input signal. This allows the output current to vary over the entire 360 degrees of the input signal, providing high linearity at the cost of low efficiency.",False,1.0,,
336,6,In an amplifier with negative feedback,"{""A"": ""only the gain of the amplifier is affected"", ""B"": ""only the gain and bandwidth of the amplifier are affected"", ""C"": ""only the input and output impedances are affected"", ""D"": ""All of the four parameters mentioned above would be affected""}",3,"Negative feedback is a powerful technique that affects nearly every performance aspect of an amplifier. It reduces gain, but in exchange, it typically increases bandwidth, improves stability, reduces distortion, and modifies both input and output impedances.",False,1.44,,
337,6,Wien bridge oscillator can typically generate frequencies in the range of,"{""A"": ""1KHz \u2013 1MHz"", ""B"": ""1 MHz \u2013 10MHz"", ""C"": ""10MHz \u2013 100MHz"", ""D"": ""100MHz \u2013 150MHz""}",0,"The Wien bridge oscillator is based on an RC feedback network and is well-suited for producing high-quality, low-distortion sine waves in the audio frequency range, which extends up to about 1 MHz.",False,1.0,,
338,6,"A differential amplifier, amplifies","{""A"": ""and mathematically differentiates the average of the voltages on the two input lines"", ""B"": ""and differentiates the input waveform on one line when the other line is grounded"", ""C"": ""the difference of voltages between the two input lines"", ""D"": ""and differentiates the sum of the two input waveforms""}",2,The fundamental purpose of a differential amplifier is to amplify the voltage difference that exists between its two input terminals while rejecting any voltage that is common to both.,False,1.2,,
339,6,The transformer utilization factor of a half-wave rectifier is approximately,"{""A"": ""0.6"", ""B"": ""0.3"", ""C"": ""0.9"", ""D"": ""1.1""}",1,"The Transformer Utilization Factor (TUF) indicates how effectively the transformer's AC capacity is used to produce DC power. Because a half-wave rectifier only uses one half of the AC cycle, its TUF is very poor, with a theoretical value of about 0.287.",False,1.5,,
340,6,The dual of the Boolean expression: $x + y + z$ is,"{""A"": ""$x .y + z$"", ""B"": ""$x + yz$"", ""C"": ""$\\bar{z} . \\bar{y} . \\bar{x}$"", ""D"": ""$x.y.z$""}",3,"To find the dual of a Boolean expression, the OR operators (+) are replaced with AND operators (.), and AND operators are replaced with ORs. The variables remain unchanged. Thus, $x + y + z$ becomes $x . y . z$.",True,1.5,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_924e69d8318f_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_924e69d8318f_e.png
341,6,It is required to construct a counter to count upto 100(decimal). The minimum number of flip-flops required to construct the counter is,"{""A"": ""8"", ""B"": ""7"", ""C"": ""6"", ""D"": ""5""}",1,"A counter with 'n' flip-flops can represent 2^n states. To count up to 100, we need the smallest 'n' where 2^n ≥ 100. Since 2^6 = 64 and 2^7 = 128, a minimum of 7 flip-flops is required.",False,2.16,,
342,6,The power conversion efficiency of an output stage is defined as_______,"{""A"": ""(Load power + supply power) / supply power"", ""B"": ""(Load power + supply power) / (load power-supply power)"", ""C"": ""Load power / supply power"", ""D"": ""Supply power / load power""}",2,Efficiency measures how well a circuit converts the DC power it consumes from the power supply into the useful AC power it delivers to the load. It is the ratio of AC power out to DC power in.,False,1.2,,
343,6,A highly stable resonance characteristic is the property of a ____ oscillator.,"{""A"": ""Hartley"", ""B"": ""Colpitts"", ""C"": ""Crystal"", ""D"": ""Weinbridge""}",2,"Crystal oscillators use a piezoelectric quartz crystal as the resonant element. The crystal has a very high Quality Factor (Q), which results in extremely high frequency stability compared to oscillators based on LC or RC networks.",False,2.4,,
344,6,"The gate that assumes the 1 state, if and only if the input does not take a 1 state is called________.","{""A"": ""AND gate"", ""B"": ""NOT gate"", ""C"": ""NOR gate"", ""D"": ""Both (B) & (C)""}",1,'The input does not take a 1 state' means the input is 0. A NOT gate is the only single-input gate that produces a 1 output for a 0 input.,False,1.2,,
345,6,The width of depleted region of a PN junction is of the order of a few tenths of a ___________.,"{""A"": ""millimeter"", ""B"": ""micrometer"", ""C"": ""meter"", ""D"": ""nanometer""}",1,The depletion region is a microscopic area formed at the P-N junction. Its physical width is typically on the order of micrometers (10⁻⁶ meters).,False,1.0,,
346,6,For NOR circuit SR flip flop the not allowed condition is ________.,"{""A"": ""S=0, R=0."", ""B"": ""S=0, R=1."", ""C"": ""S=1, R=1."", ""D"": ""S=1, R=0.""}",2,"In an SR latch made from NOR gates, setting both Set (S) and Reset (R) inputs to 1 is a forbidden state because it forces both outputs (Q and Q') to 0, violating the complementary nature of the outputs and leading to an unpredictable state when R and S return to 0.",False,1.2,,
347,6,In negative feedback the return ratio is __________.,"{""A"": ""0"", ""B"": ""1"", ""C"": ""greater than 0"", ""D"": ""greater than 1""}",2,"The return ratio, or loop gain (Aβ), in a stable negative feedback system is a positive value. This ensures that the feedback signal subtracts from the input, leading to controlled, stable operation.",False,1.8,,
348,6,A phase shift oscillator uses __________________.,"{""A"": ""LC tuning"", ""B"": ""Piezoelectric crystal"", ""C"": ""Balanced bridge"", ""D"": ""Variable frequency operation""}",3,"A phase-shift oscillator creates the required phase shift using RC networks. By making the resistors or capacitors in these networks variable, the frequency at which the correct phase shift occurs can be changed, thus allowing for variable frequency operation.",False,2.4,,
349,6,The voltage gain of basic CMOS is approximately _________.,"{""A"": ""$(g_m r_o)/2$"", ""B"": ""$2g_m r_o$"", ""C"": ""$1 / (2g_m r_o)$"", ""D"": ""$2r_o / g_m$""}",0,This question is likely flawed. The voltage gain of a standard CMOS inverter is given by $A_v = -g_m(r_{oN} || r_{oP})$. None of the options correctly represent this relationship. The gain depends on the transconductance (gm) and the parallel combination of the output resistances (ro) of the NMOS and PMOS transistors.,True,2.16,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_7c7fce48f480_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_7c7fce48f480_e.png
350,6,Transistor is a,"{""A"": ""Current controlled current device."", ""B"": ""Current controlled voltage device."", ""C"": ""Voltage controlled current device."", ""D"": ""Voltage controlled voltage device.""}",0,"This question most commonly refers to the Bipolar Junction Transistor (BJT). In a BJT, a small input current at the base controls a much larger output current at the collector.",False,2.4,,
351,6,A bistable multivibrator is a,"{""A"": ""Free running oscillator."", ""B"": ""Triggered oscillator."", ""C"": ""Saw tooth wave generator."", ""D"": ""Crystal oscillator.""}",1,'Bistable' means having two stable states. The circuit remains in one of these states until an external trigger signal forces it to switch to the other state. It does not oscillate on its own. It is the fundamental building block of a flip-flop.,False,1.2,,
352,6,"If the output voltage of a bridge rectifier is 100V, the PIV of diode will be","{""A"": ""$100\\sqrt{2}V$"", ""B"": ""$200/\\pi V$"", ""C"": ""$100\\pi V$"", ""D"": ""$100\\pi/2 V$""}",3,"The 100V output is the average DC voltage ($V_{avg}$). For a full-wave rectifier, $V_{avg} = 2V_{peak} / \pi$. The Peak Inverse Voltage (PIV) is approximately equal to $V_{peak}$. Therefore, $V_{peak} = (V_{avg} * \pi) / 2 = (100 * \pi) / 2 \approx 157V$.",True,2.59,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_0399318cf112_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_0399318cf112_e.png
353,6,In Boolean algebra A + AB,"{""A"": ""A + B"", ""B"": ""A + $\\bar{B}$"", ""C"": ""$\\bar{A}$ + B"", ""D"": ""$\\bar{A} + \\bar{B}$""}",0,"This question has an error; the correct answer is A. By the absorption law of Boolean algebra, A + AB = A. This can be shown by factoring: A(1 + B) = A(1) = A. None of the options provided are correct.",True,1.8,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_834d2597d4c3_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_834d2597d4c3_e.png
354,6,"For a JFET, when $V_{DS}$ is increased beyond the pinch off voltage, the drain current","{""A"": ""Increases"", ""B"": ""decreases"", ""C"": ""remains constant."", ""D"": ""First decreases and then increases.""}",2,"Beyond the pinch-off voltage, the JFET operates in the saturation region. In this region, the channel is constricted, and the drain current becomes almost independent of the drain-to-source voltage ($V_{DS}$), remaining nearly constant.",True,1.44,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_28270bae3ee2_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_28270bae3ee2_e.png
355,6,The type of power amplifier which exhibits crossover distortion in its output is,"{""A"": ""Class A"", ""B"": ""Class B"", ""C"": ""Class AB"", ""D"": ""Class C""}",1,"Crossover distortion occurs in Class B amplifiers because each transistor only conducts for 180° of the input cycle. Near the zero-crossing point, there is a small 'dead zone' where one transistor has turned off and the other has not yet turned on, causing a distortion in the output waveform.",False,1.44,,
356,6,The main advantage of a crystal oscillator is that its output is,"{""A"": ""50Hz to 60Hz"", ""B"": ""variable frequency"", ""C"": ""a constant frequency."", ""D"": ""d.c""}",2,The extremely high quality factor (Q) of the piezoelectric crystal used in a crystal oscillator results in a highly stable and precise output signal at a constant frequency.,False,1.2,,
357,6,The lowest output impedance is obtained in case of BJT amplifiers for,"{""A"": ""CB configuration."", ""B"": ""CE configuration."", ""C"": ""CC configuration."", ""D"": ""CE with RE configuration.""}",2,"The Common-Collector (CC) or emitter-follower configuration is specifically known for its very low output impedance, making it ideal as a voltage buffer to drive low-impedance loads.",False,2.4,,
358,6,"N-channel FETs are superior to P-channel FETs, because","{""A"": ""They have higher input impedance"", ""B"": ""They have high switching time"", ""C"": ""They consume less power"", ""D"": ""Mobility of electrons is greater than that of holes""}",3,"In silicon, the mobility of electrons (the charge carriers in N-channel devices) is significantly higher than the mobility of holes (the carriers in P-channel devices). This allows N-channel FETs to have better conductivity and faster switching speeds for the same physical size.",False,2.16,,
359,6,The upper cutoff frequency of an RC coupled amplifier mainly depends upon,"{""A"": ""Coupling capacitor"", ""B"": ""Emitter bypass capacitor"", ""C"": ""Output capacitance of signal source"", ""D"": ""Inter-electrode capacitance and stray shunt capacitance""}",3,"The high-frequency performance (upper cutoff frequency) of an amplifier is limited by parasitic capacitances. These are the internal capacitances of the transistor (between its terminals) and the stray capacitance of the wiring. At high frequencies, these capacitors provide a low-impedance path that shunts the signal away from the load.",False,3.6,,
360,6,"Just as a voltage amplifier amplifies signal-voltage, a power amplifier","{""A"": ""Amplifies power"", ""B"": ""Amplifies signal current"", ""C"": ""Merely converts the signal ac power into the dc power"", ""D"": ""Merely converts the dc power into useful ac power""}",3,"A power amplifier takes a low-power signal as its input and uses it to control a much larger amount of power from the DC supply, delivering a high-power version of the original signal to a load. Its primary function is the efficient conversion of DC power into AC signal power.",False,1.8,,
361,6,"A radio frequency signal contains three frequency components, 870 KHz, 875 KHz and 880 KHz. The signal needs to be amplified. The amplifier used should be","{""A"": ""audio frequency amplifier"", ""B"": ""wide band amplifier"", ""C"": ""tuned voltage amplifier"", ""D"": ""push-pull amplifier""}",2,"To amplify a narrow band of frequencies (from 870 to 880 KHz) while rejecting others, a tuned amplifier is necessary. These amplifiers use LC resonant circuits to provide high gain only over a small, selective frequency range.",False,2.4,,
362,6,An oscillator of the LC type that has a split capacitor in the circuit is,"{""A"": ""Hartley oscillator"", ""B"": ""Colpitts oscillator"", ""C"": ""Weinbridge oscillator"", ""D"": ""R-C phase shift oscillator""}",1,"The key feature of a Colpitts oscillator is its tank circuit, which consists of an inductor in parallel with two series-connected capacitors that form a voltage divider to provide feedback. The Hartley oscillator, in contrast, uses a split inductor.",False,2.4,,
363,6,The function of a bleeder resistor in a power supply is,"{""A"": ""the same as that of load resistor"", ""B"": ""to ensure a minimum current drain in the circuit"", ""C"": ""to increase the output dc voltage"", ""D"": ""to increase the output current""}",1,"A bleeder resistor provides a constant minimum load on a power supply. This helps improve voltage regulation, especially with simple rectifier circuits, and also serves as a safety feature by discharging the filter capacitors when the power is turned off.",False,1.44,,
364,6,"In a bistable multivibrator circuit, commutating capacitor is used","{""A"": ""to increase the base storage charge"", ""B"": ""to provide ac coupling"", ""C"": ""to increase the speed of response"", ""D"": ""to provide the speed of oscillations""}",2,"Commutating (or speed-up) capacitors are placed across the feedback resistors in a bistable multivibrator. They help to quickly remove the stored charge from the base of the transistor that is turning off, thereby speeding up the switching transition.",False,1.8,,
365,6,n-type silicon is obtained by,"{""A"": ""Doping with tetravalent element"", ""B"": ""Doping with pentavalent element"", ""C"": ""Doping with trivalent element"", ""D"": ""Doping with a mixture of trivalent and tetravalent element""}",1,"To create an n-type semiconductor, pure silicon (a tetravalent element with 4 valence electrons) is doped with a pentavalent element (with 5 valence electrons), such as phosphorus or arsenic. This creates an excess of free electrons, which become the majority charge carriers.",False,1.2,,
366,6,The forward characteristic of a diode has a slope of approximately 50mA/V at a desired point. The approximate incremental resistance of the diode is,"{""A"": ""50 Ohm"", ""B"": ""35 Ohm"", ""C"": ""20 Ohm"", ""D"": ""10 Ohm""}",2,The incremental (or AC) resistance is the inverse of the slope of the I-V curve. Slope = ΔI/ΔV = 50 mA/V = 0.05 A/V. Resistance = 1 / Slope = 1 / 0.05 = 20 Ω.,False,1.8,,
367,6,Two stages of BJT amplifiers are cascaded by RC coupling. The voltage gain of the first stage is 10 and that of the second stage is 20. The overall gain of the coupled amplifier is,"{""A"": ""10x20"", ""B"": ""10+20"", ""C"": ""$(10+20)^2$"", ""D"": ""$(10x20)/2$""}",0,"For cascaded amplifier stages, the total voltage gain is the product of the individual stage gains. Total Gain = Gain₁ × Gain₂ = 10 × 20 = 200.",True,1.8,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_6b435de10510_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_6b435de10510_e.png
368,6,"In the voltage range, $V_p < V_{DS} < B V_{DSS}$ of an ideal JFET or MOSFET","{""A"": ""The drain current varies linearly with $V_{DS}$."", ""B"": ""The drain current is constant."", ""C"": ""The drain current varies nonlinearly with $V_{DS}$."", ""D"": ""The drain current is cut off.""}",1,"This range defines the saturation region of operation for a FET. Vp is the pinch-off voltage, and BVDSS is the breakdown voltage. Within this region, the drain current is saturated and is primarily controlled by the gate voltage, not the drain voltage.",True,1.44,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_92fe505a026a_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_92fe505a026a_e.png
369,6,"In a voltage shunt negative feedback amplifier system, the input resistance $R_i$ and the output resistance $R_o$ of the basic amplifier are modified as follows:","{""A"": ""$R_i$ is decreased and $R_o$ increased."", ""B"": ""Both $R_i$ and $R_o$ are decreased."", ""C"": ""Both $R_i$ and $R_o$ are increased"", ""D"": ""$R_i$ is increased and $R_o$ is decreased.""}",1,"A 'shunt' connection at the input decreases input resistance. A 'voltage' sampling at the output (which is also a shunt connection) decreases output resistance. Thus, a voltage-shunt configuration decreases both Ri and Ro.",True,4.5,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_96b018ff37f6_q.png,https://adaptive-bot-assets-2021523152025.s3.eu-north-1.amazonaws.com/rendered-cache/basic_electronics_96b018ff37f6_e.png
370,6,The use of crystal in a tunable oscillator,"{""A"": ""Improves frequency stability."", ""B"": ""Increases the gain of the oscillator."", ""C"": ""Helps to obtain optimum output impedance."", ""D"": ""Facilitates generation of wide range of frequencies.""}",0,"The question contains a contradiction, as a crystal makes an oscillator fixed-frequency, not tunable. However, the primary reason for using a crystal is its unparalleled ability to provide extremely high frequency stability.",False,1.8,,
371,6,The large signal bandwidth of an opamp is limited by its,"{""A"": ""Loop gain"", ""B"": ""slew rate"", ""C"": ""output impedance"", ""D"": ""input frequency""}",1,"Slew rate defines the maximum rate of change of the output voltage. For large-amplitude signals at high frequencies, the output may not be able to change fast enough to accurately reproduce the input, a limitation determined by the slew rate.",False,1.5,,
372,6,Rectification efficiency of a full wave rectifier without filter is nearly equal to,"{""A"": ""51%"", ""B"": ""61%"", ""C"": ""71%"", ""D"": ""81%""}",3,"Rectification efficiency is the ratio of DC power delivered to the load to the AC power input. For a full-wave rectifier, the theoretical maximum efficiency is 81.2%.",False,1.5,,
